"id_messpunkt";"int4";"date_part";"date_part"
46357;1;3;12
46357;1;3;12
36377;3;3;12
36377;2;3;12
36377;1;3;12
36377;1;3;12
46357;4;3;12
46357;3;3;12
34143;2;3;12
34143;2;3;12
34143;1;3;12
34143;1;3;12
46357;0;3;12
46357;-1;3;12
46357;1;3;12
46357;1;3;12
34143;2;3;12
34143;2;3;12
36377;2;3;12
36377;3;3;12
34143;1;3;12
34143;0;3;12
46357;1;3;12
46357;1;3;12
36377;2;3;12
36377;2;3;12
46357;3;3;13
46357;3;3;13
34143;1;3;13
34143;1;3;13
34143;1;3;13
34143;1;3;13
46357;2;3;13
46357;2;3;13
46357;5;3;13
46357;5;3;13
34143;1;3;13
34143;1;3;13
34143;1;3;13
34143;0;3;13
46357;2;3;13
46357;2;3;13
36377;4;3;13
36377;4;3;13
